Name,RAJ2000,DEJ2000,x_kpc,y_kpc,z_kpc,SpType_a,Teff,j_m,j_msigcom,j_snr,h_m,h_msigcom,h_snr,k_m,k_msigcom,k_snr,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,l,b,ruwe,r_est,r_lo,r_hi,r_len,Ks,H,J,Ks_0,H_0,J_0,MKs,Mbol,sample
Gaia EDR3 2011915724030139136,358.23432,61.00233083333333,-9.072110400600828,2.2077367077764007,-0.017408826455804348,M3,3605.0,3.551,0.246,1000000.0,2.492,0.17800000000000002,1000000.0,1.939,0.218,1000000.0,2011915724030139136,358.2342919500178,0.044062775901350736,61.002321732964866,0.03835238707764164,0.4073867517871431,0.059043404503561714,-3.219887815889443,0.0816179640173553,-2.07481326906906,0.0682105298683268,27288610.37475673,103881.64433731686,7.098412,3.5206608999999998,2.1998324,1.3208284,,,115.8998885337484,-1.0681915390195282,0.8662619,2284.9212369214897,2003.55458992189,2653.0421071566398,1058.41138367848,1.939,2.492,3.551,1.739,3.0784844587587346,2.0194844587587344,-10.055356170913527,-7.217190670913527,gold
Gaia EDR3 6054081691687449728,182.3467917,-63.8203056,-6.793117112605518,-2.2404406145070417,-0.037692979528704894,M2,3660.0,3.236,0.248,1000000.0,2.303,0.226,1000000.0,1.965,0.228,1000000.0,6054081691687449728,182.3466659171022,0.02940787017346295,-63.82031652626586,0.023661010922643715,0.3928378107302238,0.03279032156250578,-5.1938419947676735,0.0507429198642656,0.4352807545649504,0.04102101153009706,61622167.88616892,180570.8378274632,6.214023,2.4333906,1.3337317,1.099659,-11.830261323428829,0.4256608069495236,298.3135414236113,-1.326278285585394,0.8963929,2378.45737642577,2202.73474982197,2583.85784581394,1636.21132457711,1.965,2.303,3.236,1.7950000000000002,2.846780993707493,1.9137809937074928,-10.086476864865473,-7.290050864865469,gold
Gaia EDR3 6055427493901807104,191.0672917,-61.9392222,-6.976945591831646,-1.6313891646917682,0.052750405535392654,M2,3660.0,3.43,0.282,1000000.0,2.128,0.228,1000000.0,1.632,0.282,1000000.0,6055427493901807104,191.06724259765357,0.04922485601777172,-61.93922027827716,0.04628928161102742,0.5192608394278866,0.0671773571789814,-4.886482372451583,0.09268836788061577,-0.5257679321698995,0.0834196072280649,18533624.855122164,40907.91860401944,7.518464999999999,3.8217788,2.429737,1.3920417,-30.018087728264607,0.2341617326073524,302.0888354956212,0.920793760425062,0.9014110000000001,1843.5016926716198,1630.40503704147,2118.47705673734,1416.9461822140802,1.632,2.128,3.43,1.3119999999999998,2.6862720455490945,1.3842720455490944,-10.016217703520297,-7.219791703520294,gold
Gaia EDR3 2067323928874639872,307.21079291666666,39.981784722222216,-7.572463819764838,2.1302903245063183,0.04930797053738787,M2,3660.0,2.117,0.294,1000000.0,0.964,0.152,1000000.0,0.64,0.21,1000000.0,2067323928874639872,307.2107744850408,0.07657417479823089,39.9817590575186,0.07800865662603906,0.46021508767487,0.08970898234683049,-3.2552675333658567,0.16342607797370715,-5.510722297740536,0.16474021615105355,51994836.44883882,369527.4337190544,6.398465,3.9680986000000003,2.5487919999999997,1.4193068000000002,-18.392582242209073,0.5217195169724932,78.65492090085152,0.676101630377616,1.2519292,2015.5114453630201,1692.8546167064599,2474.98465395151,830.224902044041,0.64,0.964,2.117,0.25,1.205705354899299,0.05270535489929906,-11.27192634348948,-8.47550034348948,gold
Gaia EDR3 457842074948669056,39.60591583333333,57.046165,-10.221216737846332,2.0622329439858778,-0.11887745105594776,M2,3660.0,3.262,0.262,1000000.0,2.3040000000000003,0.226,1000000.0,1.908,0.262,1000000.0,457842074948669056,39.605915128950684,0.03327450453092423,57.04616014140108,0.038392924111346906,0.3295562425992902,0.05505001951014975,-0.11875500626353465,0.09906003648362964,-1.390524110450683,0.10059062455409433,49496229.21066791,247393.4321842312,6.4519353,2.8387384,1.6395421000000001,1.1991962999999999,,,137.12023705610974,-2.8489499615093035,0.87264115,2736.74762015622,2365.94976690702,3233.8892690945,968.815492759435,1.908,2.3040000000000003,3.262,1.7280000000000002,2.8428134330411305,1.8848134330411308,-10.458173745495506,-7.661747745495505,gold
Gaia EDR3 2005714203579986688,332.8985417,55.2679167,-8.999978418326899,4.9295147769891035,-0.041868431756139884,M2,3660.0,4.82,0.262,358451.0,3.813,0.212,401523.0,3.259,0.276,365443.0,2005714203579986688,332.8985232407926,0.032981689562514994,55.26788387515514,0.030120516529200093,0.1987925343480345,0.03666806007300345,-3.582588918838828,0.06675067293800749,-2.617495044721793,0.0626723306277876,18648941.212260053,59530.29579118997,7.51173,2.6548066,1.4739752,1.1808313999999998,-48.51149029971211,0.3240320495178643,101.46524982028042,-0.7973136824516143,1.0272745,4230.477538873371,3650.36720971568,5006.97929473396,1205.3604248076101,3.259,3.813,4.82,3.129,4.523570002585651,3.5165700025856497,-10.002946967834859,-7.2065209678348605,gold
Gaia EDR3 2007597289039287680,337.54474125,57.00085305555553,-8.953597890626499,3.665837978541496,-0.021622014449773984,M2,3660.0,3.111,0.24,1000000.0,2.1590000000000003,0.16399999999999998,1000000.0,1.644,0.26,1000000.0,2007597289039287680,337.5447130923639,0.043321944729843034,57.00083979181716,0.04375868010659727,0.2639821593557289,0.052809604525498106,-3.516955651950992,0.08831405652694982,-2.8369601172137315,0.0927093205121332,48532243.98099634,187989.2413728628,6.47329,3.0182943,1.7849401999999999,1.2333541000000001,-66.55695808486001,0.37196267752547774,104.57966261358608,-0.7503158735780495,1.0206009,3323.1663018739696,2808.20554694279,4044.2596379203997,1163.4675568365801,1.644,2.1590000000000003,3.111,1.504,2.7856500086188323,1.8336500086188319,-11.103760376539517,-8.307334376539517,gold
Gaia EDR3 507264779020035712,35.09359666666667,59.67136222222222,-10.317809096375614,2.404162258014696,-0.04262012358998071,M2,3660.0,3.945,0.264,802472.0,3.037,0.2,942128.0,2.477,0.272,832952.0,507264779020035712,35.09359106340721,0.02522398001193658,59.67136006618443,0.029212300607198295,0.2993825635011016,0.03877556456337223,-0.710790896962412,0.07854988370923775,-0.9527682574687292,0.07005320476173484,29355381.08057113,69954.34353078973,7.0191464,2.7746372000000004,1.5842308999999999,1.1904063,,,133.95010110701776,-1.2842669100211463,0.8395393,3012.74465215393,2691.72569189703,3415.8343750712,1083.08057131312,2.477,3.037,3.945,2.227,3.352140005171299,2.4441400051712985,-10.167811621095074,-7.371385621095074,gold
Gaia EDR3 510809638869881088,22.3357917,61.7616944,-9.953364104038991,2.5547759181122767,-0.01272241396728515,M2,3660.0,3.951,0.28800000000000003,855126.0,3.007,0.21,843548.0,2.438,0.262,834104.0,510809638869881088,22.335801894395342,0.033062431143802064,61.761667801718254,0.03558749801803525,0.3109237662656317,0.05023734500714557,-1.954600110400917,0.05622713125860755,-1.0736001566983029,0.06890287641899792,17880446.852270164,19666.843865171013,7.55742,3.1121072999999995,1.8533926,1.2587146999999999,,,127.40007789675205,-0.7807982316901959,0.88287973,2904.4645145863396,2519.740002906811,3417.60499550455,1118.5324817334101,2.438,3.007,3.951,2.238,3.4738200241327286,2.5298200241327287,-10.07733037417058,-7.280904374170579,gold
Gaia EDR3 512307311144571008,23.0010417,62.32902779999999,-10.504801984058863,3.2499562616243862,0.020459346577250327,M2,3660.0,3.322,0.234,1000000.0,2.406,0.184,1000000.0,1.859,0.21,1000000.0,512307311144571008,23.00104296486597,0.027474349746726096,62.329024588101994,0.029627998013224983,0.24371067032625576,0.038034497848179485,-1.8264221346523992,0.046974296615212255,0.2385336944060775,0.05509125559941239,42618752.67214073,96615.44364556807,6.6143637,2.8706994,1.6681994999999998,1.2024999,,,127.62229978618292,-0.1727247570126813,0.944077,3593.1257253365998,3151.47669391737,4167.74588042995,1167.70687363237,1.859,2.406,3.322,1.539,2.5845400137901304,1.6685400137901307,-11.238362068300784,-8.441936068300782,gold
Gaia EDR3 509928345942944640,24.96525,60.9023056,-9.67022401198918,2.078093841422912,-0.03576293143211209,M2,3660.0,3.4339999999999997,0.25,1000000.0,2.428,0.222,1000000.0,1.949,0.278,1000000.0,509928345942944640,24.965246328010092,0.024661994589702755,60.90229225621861,0.029395627765240694,0.37497801763641697,0.04138348857303222,-1.4534131569442563,0.04273286769867025,-0.5486543475023182,0.060791011883318265,50057957.6511516,159528.06797077926,6.4396830000000005,2.9116664,1.6876096999999999,1.2240567,,,128.78723178372988,-1.4177666302424177,0.85240406,2467.79567081673,2232.90185665371,2755.6444902675103,1075.83023291375,1.949,2.428,3.4339999999999997,1.829,3.1614841812581043,2.1554841812581045,-10.132545990115576,-7.336119990115575,gold
Gaia EDR3 431678852171577216,2.35975,63.9539167,-9.196306362726666,2.2184468572059246,0.09285852070479504,M2,3660.0,3.2060000000000004,0.244,1000000.0,2.146,0.222,1000000.0,1.733,0.23199999999999998,1000000.0,431678852171577216,2.3596955055143765,0.050580066856109836,63.953913782885856,0.05731215999202514,0.3966083154998243,0.06176216095565412,-3.6329710775997786,0.09753986905490844,-0.3721398223679778,0.1100471272058207,37009926.56281293,416682.4489341767,6.76757,3.45824,2.1332936,1.3249464,-54.30054917075646,0.5304066566266088,118.34089534226408,1.4571725948927017,1.0731908000000001,2354.7394826305,2040.2920055004602,2777.3052590511998,1241.8583546223101,1.733,2.146,3.2060000000000004,1.6130000000000002,2.9312600034475333,1.8712600034475328,-10.246714329056012,-7.450288329056012,gold
Gaia EDR3 5972225181320097280,258.8258333,-39.6485833,-5.8284759419309875,-0.4765872473668928,-0.008157923458810633,M2,3660.0,2.71,0.22,1000000.0,1.7719999999999998,0.20800000000000002,1000000.0,1.3130000000000002,0.27,991334.0,5972225181320097280,258.82576046560956,0.09611704462289533,-39.64863132709797,0.06895784262023193,0.4497582429198891,0.07799403076988501,-0.9624010443596328,0.16002281973822807,-1.4560467978294145,0.10900309916807173,32657887.30676396,122557.6223691544,6.9033957,3.388698,2.0948113999999998,1.2938867,-25.52586333942475,0.551415974249004,347.62182146079834,-0.6796582748956768,0.9620055000000001,2119.7260881425896,1797.85393424278,2574.43744616568,1454.66272904716,1.3130000000000002,1.7719999999999998,2.71,1.1530000000000002,2.3366042858190665,1.3986042858190666,-10.478398724233859,-7.681972724233859,gold
Gaia EDR3 2060971294293250944,305.41061583333334,37.533034722222226,-7.674602972811752,1.2899551101074307,0.03346910316612837,M3.5,3550.0,2.117,0.276,1000000.0,0.7170000000000001,0.18600000000000003,1000000.0,0.299,0.20600000000000002,1000000.0,2060971294293250944,305.4105961203876,0.0695326500780251,37.5330075948056,0.11550701196451604,0.751664349105094,0.10093999988970832,-3.855619085201384,0.15534791533364112,-5.835010205783195,0.20633763354730664,43176586.279888414,255895.7389120298,6.600245,4.597827400000001,3.0247168999999996,1.5731106000000001,-22.85344183404408,0.4490079155131207,75.84509385961047,0.40842856262327865,1.0030523999999998,1297.12573340423,1139.60340835812,1503.38315445139,1026.3233142046304,0.299,0.7170000000000001,2.117,0.02899999999999997,1.4905885403478245,0.09058854034782472,-10.535910376476886,-7.6560053764768865,gold
Gaia EDR3 2058131491974019968,306.49184791666664,38.35213083333333,-7.754224906451968,1.0648057933758217,0.02768064376771765,M3.5,3550.0,2.421,0.268,1000000.0,1.007,0.17800000000000002,1000000.0,0.42,0.22399999999999998,1000000.0,2058131491974019968,306.4918286349421,0.07004696822885226,38.352104976641385,0.07897950171489533,0.915083239529736,0.0920037150263733,-3.5736680162323937,0.1798436910656588,-6.278855055222888,0.1587481499803544,28014489.0567848,134710.74592472267,7.069909,5.0856934,3.6280726999999997,1.4576206,,,77.00532587709719,0.1807087070995224,0.9025695,1067.5293126342099,968.5278052601152,1188.46466497248,898.8731900753819,0.42,1.007,2.421,0.12,1.7226085479225908,0.3086085479225911,-10.02189904443617,-7.14199404443617,gold
Gaia EDR3 2163751614044043136,314.497685,46.46682833333333,-7.8885993324783055,2.143606166252728,0.04402867622822835,M3.5,3550.0,2.765,0.234,1000000.0,1.744,0.16399999999999998,1000000.0,1.288,0.172,1000000.0,2163751614044043136,314.49767326914747,0.0734199776707492,46.466816166021204,0.07710700431790997,0.465857054499685,0.08298886406818015,-1.4754895171934748,0.16419273983173793,-2.2570885838887205,0.14485835012579826,64228627.90137575,668111.1387858805,6.169044,3.6616106,2.3968844,1.2647262,-3.7778433485538,1.182674747052813,87.02776993121556,0.5171108485595227,0.9585234,2025.3426396289801,1716.35465656875,2460.31586281004,1054.76869727514,1.288,1.744,2.765,1.198,2.5521733873798924,1.5311733873798925,-10.334492530129198,-7.454587530129197,gold
Gaia EDR3 2200195820289135104,338.3941667,58.8963889,-8.599052124261494,2.098864445007775,0.05170210703614073,M3.5,3550.0,3.915,0.264,743755.0,2.565,0.19,1000000.0,1.869,0.27,1000000.0,2200195820289135104,338.3942889195576,0.08846512515908601,58.896413075798655,0.09076984837649232,0.4581156685316847,0.10232684884320073,-2.815687356699013,0.15616578528917946,-2.510098600259954,0.16036386224410495,9797981.177295301,38098.2022489233,8.210525,4.1799846,2.740736,1.4392486,-59.415133081169365,0.2842063435048449,105.93272477472462,0.6516892511515074,1.0316641,2084.41234981465,1682.5472153400399,2714.53211468783,1253.7149065747099,1.869,2.565,3.915,1.499,3.0635999682613098,1.71359996826131,-10.095918188143512,-7.2160131881435134,gold
Gaia EDR3 2216985465919735680,321.4413241666666,62.5740086111111,-8.79015882292823,3.866241233236935,0.622511315551337,M3.5,3550.0,3.0060000000000002,0.234,1000000.0,2.051,0.182,1000000.0,1.587,0.22399999999999998,1000000.0,2216985465919735680,321.4412608242015,0.04598275525414698,62.57400189623253,0.051507014945031945,0.2505545448020212,0.049808845474021306,-7.060123950802276,0.09567651062335968,-1.6090949449106655,0.10769843993737467,44417155.93090546,258240.21603673004,6.569489,3.5005617,2.1856150000000003,1.3149467,-70.11215391174298,0.5917569903110003,101.57778905425744,8.574111407118563,0.8154128,3546.2477175869103,2987.14697375796,4339.535326894021,1557.68408733609,1.587,2.051,3.0060000000000002,1.4069999999999998,2.5866600120663645,1.6316600120663645,-11.341845346430926,-8.461940346430925,gold
Gaia EDR3 6054148521399400960,184.440625,-63.6161389,-6.794326728239063,-2.157396462728334,-0.02141811586611255,M0,3790.0,3.475,0.252,1000000.0,2.58,0.20600000000000002,1000000.0,2.204,0.25,870603.0,6054148521399400960,184.44057339547763,0.02328076483527791,-63.616152556906464,0.028634928729139805,0.4045544463250013,0.02818964229666855,-4.944090795374297,0.041023479892218766,-0.8444993335618286,0.04795510829296559,56093078.89257416,221187.35459709328,6.3160925,2.4904299,1.3859148000000001,1.1045151000000002,-3.5232926399935867,0.5634749421410314,299.200960882166,-0.9886154020497064,0.8731534,2311.9887848530802,2167.42047928577,2476.7341293487602,1604.0591026815,2.204,2.58,3.475,2.064,3.155773821311844,2.2607738213118442,-9.755928615247141,-7.05815961524714,silver
Gaia EDR3 5254548893611640704,159.2243333,-59.42925,-7.018644396968098,-3.2992577662568885,-0.03223956605993874,M0,3790.0,5.038,0.037000000000000005,273672.0,3.787,0.252,383804.0,3.345,0.23600000000000002,326152.0,5254548893611640704,159.22428641041637,0.04620009673182021,-59.429235035929615,0.05106021368274023,0.29047977445568457,0.05374996158869578,-5.673018258970589,0.09987999193891474,2.3338731115656723,0.10539432225257073,4862305.089163022,18062.615736392814,8.971260000000003,3.4156065000000004,2.0862827,1.3293238,14.60454040455538,1.1971577908755413,286.5671719047424,-0.9015882921662705,0.87133783,3125.7602572053197,2650.2594808339604,3793.449691129621,1525.51353949062,3.345,3.787,5.038,3.115,4.507989011713697,3.2569890117136966,-9.35977832496476,-6.662009324964759,silver
Gaia EDR3 458413443039836928,35.79610666666667,57.19944,-9.59065271346457,1.58238930882474,-0.106503366327004,M0,3790.0,4.13,0.28600000000000003,700535.0,3.221,0.23199999999999998,795262.0,2.69,0.3,684573.0,458413443039836928,35.79610276240502,0.027639642150005226,57.1994357251964,0.035876268626197944,0.4449259110428557,0.04089529806996391,-0.30807678448681863,0.08290481300131461,-0.9202613030058238,0.08954391412382018,29853431.85009133,46014.753867391904,7.000880199999999,2.581698,1.4481468000000002,1.1335511,-44.30159583275731,0.1687815302866101,135.14242820042836,-3.481182772992564,0.90459514,2107.13501574703,1937.2784669853304,2308.53871077008,964.3411362402139,2.69,3.221,4.13,2.56,3.8263400094807145,2.9173400094807147,-9.058461820696596,-6.360692820696597,silver
Gaia EDR3 458789338577616640,34.28429833333333,58.52971055555553,-9.664533060591276,1.7272467533169908,-0.07448477556785019,M0,3790.0,4.566,0.246,485322.0,3.52,0.22,647008.0,2.951,0.244,557211.0,458789338577616640,34.28429065425075,0.030335511712579494,58.52970585195135,0.03609905663170199,0.4165192145678461,0.04740564976231351,-0.8932546156638653,0.08755080756913547,-1.3166509755721314,0.08621634061649927,15114084.807998516,19060.96361309804,7.739911,2.9456162,1.7135286,1.2320876,-53.02291272677337,0.3923301786495805,133.93596388626827,-2.49911035882169,0.93915486,2239.2721601902804,2018.5459299723398,2511.9188567605897,1013.4570091781801,2.951,3.52,4.566,2.7710000000000004,4.1534881763017255,3.1074881763017257,-8.979534403772092,-6.281765403772093,silver
Gaia EDR3 458512570887734528,35.42670833,57.86281944,-9.314416566718489,1.326752530643164,-0.06636955170753947,M0,3790.0,3.556,0.312,1000000.0,2.682,0.192,1000000.0,2.247,0.298,1000000.0,458512570887734528,35.4267005439972,0.03270857649996175,57.8628134361737,0.0415617172197314,0.5347965017009636,0.04943110727972847,-0.7879686113748392,0.10071043713508844,-1.3275278381430566,0.11484614614276276,40465335.33046323,67893.10392633751,6.6706576,2.7120905,1.541224,1.1708665,,,134.72693474558298,-2.926837176836941,1.0162567,1776.4846300721601,1630.4465796022,1950.3684311094198,989.328933849966,2.247,2.682,3.556,2.117,3.2524668367534035,2.3784668367534034,-9.130807271894183,-6.433038271894183,silver
Gaia EDR3 511190963244486144,26.41125,61.0396389,-9.729442108986694,2.1017036314493702,-0.02396385471808484,M0,3790.0,4.404,0.292,525811.0,3.424,0.226,615616.0,2.9330000000000003,0.342,528713.0,511190963244486144,26.41156443459485,0.018110677129332783,61.03966496918356,0.020388818978851003,0.367342801901906,0.029188005997134895,-1.302803384015732,0.031095917994113667,-0.7891462689954268,0.042049204280545566,27788375.94411483,20477.984162587567,7.0787077000000025,2.5723548,1.4352398000000002,1.1371149999999999,-48.576425242178495,0.3219652316179787,129.44821451517254,-1.1443904638933229,0.89272195,2519.01458810929,2343.4764147271,2722.12303648417,1096.55351317856,2.9330000000000003,3.424,4.404,2.713,3.897544095553165,2.9175440955531653,-9.293153412951106,-6.595384412951107,silver
Gaia EDR3 491055881678884224,51.169,64.586,-8.484288185667639,0.4292901400575207,0.0995819338995943,M0,3790.0,1.436,0.264,1000000.0,0.508,0.162,1000000.0,0.295,0.23800000000000002,1000000.0,491055881678884224,51.168948995680935,0.14280125302304142,64.5859936246128,0.16681309013880913,1.5349680165017232,0.21647188620985466,-3.5757268979082784,0.25314221061024594,-0.6814104698334853,0.3360935512234082,430916775.4496286,1239981.6136999207,4.1023819999999995,2.3212697999999996,1.3493700000000002,0.97189975,-25.77302286132072,0.8212153317154258,138.4609593678998,6.439681550057722,1.076445,658.683388978621,570.37319342894,778.7522825863133,1275.1459233564901,0.295,0.508,1.436,0.12499999999999994,1.0420073889686194,0.1140073889686194,-8.968383556573842,-6.270614556573843,silver
Gaia EDR3 4041291890249721344,265.8583333,-35.2976667,-6.452140854732293,-0.15366331372760025,-0.0594246185010869,M0,3790.0,2.802,0.264,618914.0,1.822,0.20800000000000002,653296.0,1.581,0.28,362260.0,4041291890249721344,265.8583214135277,0.08753063735262287,-35.297670835913294,0.07397466480786903,0.64196451237132,0.07148556417996696,-0.1286539568562081,0.17476295645266954,-1.4981574288675916,0.13624582825093393,88808819.58731426,188202.38234416206,5.8172255,2.4646630000000003,1.3769193000000002,1.0877438,,,354.3313853656639,-2.92871297093974,0.7271489999999999,1512.47191311922,1358.86157985358,1704.3606553992402,2064.32905291818,1.581,1.822,2.802,1.431,2.4552809738894745,1.4752809738894743,-9.4674365923561,-6.769667592356102,silver
Gaia EDR3 5601939592378579968,117.9518333,-26.896361100000004,-9.913946699151651,-3.8381363189203386,0.03263314558687334,M0,3790.0,4.998,0.02,361601.0,4.164,0.20600000000000002,383098.0,3.942,0.248,194814.0,5601939592378579968,117.95183839948167,0.02214378474665473,-26.89635001650856,0.036138007300896516,0.23315984689567965,0.03986751326671811,-3.123964109857707,0.0545666871249335,3.428948663884156,0.07899787012948595,17858193.875035536,10677.775621090015,7.558772,2.2057857999999997,1.1694965,1.0362892,51.84848387008309,0.14634234544941627,243.4955507293564,0.022179420512044096,0.93797183,3737.63464926495,3236.40750680896,4407.17313277534,1285.67211819101,3.942,4.164,4.998,3.872,4.838940000861882,4.0049400008618825,-8.990984235932551,-6.293215235932553,silver
Gaia EDR3 5716828180836043520,114.99375,-19.0595,-9.667594453916477,-2.413279938409369,0.11214714379579713,M0,3790.0,4.869,0.24,342634.0,3.745,0.226,490806.0,3.439,0.222,320494.0,5716828180836043520,114.9937422014718,0.01901639214567032,-19.059483573616248,0.023137373874375883,0.34074930075855364,0.03335646805345065,-1.7822407786924144,0.03987320840080871,2.9447763626366688,0.04593638031882133,22588058.99546903,14017.963726169173,7.3036685,2.2844791,1.2297683000000001,1.0547109,63.19883557525996,0.2971865776324857,235.3504122540957,1.5999877509001157,0.9795134,2692.14929758472,2464.14264240865,2964.87381290144,1048.38298610203,3.439,3.745,4.869,3.329,4.6082899386685,3.4842899386685,-8.821495703687056,-6.1237267036870575,silver
Gaia EDR3 5240904332264599936,166.1214583,-62.9621389,-7.374206651513384,-1.6207717483318749,-0.054938751445068566,M1,3745.0,3.484,0.27,1000000.0,2.426,0.23,1000000.0,2.066,0.27,1000000.0,5240904332264599936,166.12141445340632,0.03818819930568356,-62.962137572317886,0.03731308584476674,0.5749729093042943,0.04315518782749555,-7.000136340437571,0.07689854253686923,2.1004343116616853,0.07207531440589755,34852557.00496235,52104.83895815234,6.8327789999999995,2.9959111000000003,1.7633734,1.2325377,,,291.11841786188666,-2.569841272718461,0.8872504000000001,1665.4324889642098,1551.05756953454,1797.63046547513,1931.0423605293,2.066,2.426,3.484,1.956,3.238540048976992,2.1805400489769924,-9.151635162726604,-6.4197156627266025,silver
Gaia EDR3 6055035243163928960,187.883875,-61.11627779999999,-6.82314816436981,-1.9951140981167264,0.0885530113248719,M1,3745.0,4.302,0.256,539051.0,3.237,0.2,636957.0,2.942,0.256,489350.0,6055035243163928960,187.88382015782986,0.02381836802078816,-61.11626676183778,0.03059093923994057,0.43155565843692817,0.034318521358107305,-5.235975228849415,0.04533228972460604,-0.6429956057027981,0.051461065177357344,26040726.768258706,14381.109633410657,7.1492330000000015,2.4609642000000003,1.3534793999999999,1.1074848,-19.915617825337826,0.2531587038065435,300.5298131814123,1.6626227863680143,0.963091,2176.04701938568,2021.7141221894296,2355.22081284973,1353.96043396896,2.942,3.237,4.302,2.8120000000000003,4.00456172882236,2.9395617288223614,-8.87634137617649,-6.144421876176491,silver
Gaia EDR3 5869603019446867200,198.5305,-60.99072220000001,-6.861098153391192,-1.5858168349950716,0.08142654493237553,M1,3745.0,3.489,0.3,1000000.0,2.466,0.212,1000000.0,2.102,0.254,989965.0,5869603019446867200,198.5304692012767,0.03249992009967671,-60.990738152910566,0.03641840748425573,0.5119791864945407,0.04600680694158143,-3.9627233125201298,0.05523680105927668,-1.479721698444224,0.06484164401900902,46823996.50076855,72407.88560917875,6.5121946,2.7322235,1.5549469,1.1772766000000001,-23.268482856668786,0.29216534691694457,305.6799329486017,1.7599208600433094,0.91770256,1856.7434533473893,1707.52902557729,2033.76585809404,1336.8879676900399,2.102,2.466,3.489,1.912,3.0481559860616945,2.0251559860616952,-9.43175950660287,-6.699840006602869,silver
Gaia EDR3 457052518218003712,32.56576667,56.55907222,-9.162663558533398,1.2172394105359503,-0.10853267091739696,M1,3745.0,3.0010000000000003,0.198,1000000.0,2.138,0.166,1000000.0,1.683,0.20600000000000002,1000000.0,457052518218003712,32.56576770367404,0.033012742923462346,56.55906902799206,0.04511926946029501,0.5922055042976844,0.05218639778291825,0.04506025965103572,0.10534446469904624,-0.9778901924575054,0.1354408629161382,41247892.38364386,100313.99388835613,6.6498612999999995,2.8334904,1.6434441000000002,1.1900463,-43.53870228955671,0.5209328483367923,133.67693106231644,-4.659284850826912,0.97732246,1612.78114527541,1485.1866408891199,1763.65408609455,928.900902851897,1.683,2.138,3.0010000000000003,1.5430000000000001,2.666229194537788,1.803229194537788,-9.494877187695234,-6.762957687695234,silver
Gaia EDR3 509862169090128000,23.37172833333333,60.646586111111105,-9.823748919437556,2.3284918629827125,-0.06252190719083464,M1,3745.0,4.5089999999999995,0.212,477342.0,3.559,0.22399999999999998,473489.0,3.12,0.284,429952.0,509862169090128000,23.3717150217484,0.020144543647485226,60.64658380533531,0.022333919623686086,0.3379509292330271,0.03265957624218882,-1.3246314826028405,0.03420534498613116,-0.5770040109149711,0.044104405126076635,20002962.46050301,13366.445380231711,7.4356300000000015,2.4824905,1.3701391,1.1123513999999999,-45.32839839104308,0.3199674883487584,128.06551643504037,-1.8053667685020207,0.9712997,2712.60991578048,2488.97997597649,2978.7103080222996,1048.6521715429499,3.12,3.559,4.5089999999999995,3.03,4.2921000129282465,3.342100012928248,-9.136936724789448,-6.40501722478945,silver
Gaia EDR3 463077262122163456,46.9187925,60.48947861111111,-9.39246493573459,1.2125746020508117,0.0915001254039883,M1,3745.0,3.3339999999999996,0.2,1000000.0,2.312,0.146,1000000.0,1.759,0.192,1000000.0,463077262122163456,46.918812579890954,0.0486940395554083,60.48947882229868,0.04726010969843432,0.5412267547247837,0.07028198946871568,2.238278791183937,0.07552960363551295,-0.2890823172100618,0.10098013385189633,21749905.1641798,42090.795527310256,7.3447223,3.445921,2.1548295,1.2910913999999998,-76.65884450051574,1.1428679285673795,138.95520922885382,1.9275843699625608,0.9951646999999999,1769.4005320331894,1564.4112147278,2033.9380510792896,1245.49067308431,1.759,2.312,3.3339999999999996,1.4389999999999998,2.5761073860793617,1.5541073860793622,-9.800130767607703,-7.068211267607702,silver
Gaia EDR3 2013845298214785152,349.58,60.2728056,-9.09904708329986,2.771583234068358,0.00036109165722972986,M1,3745.0,4.842,0.258,339336.0,3.824,0.23600000000000002,370945.0,3.282,0.342,383372.0,2013845298214785152,349.58000917000015,0.030232227063860837,60.27278541802502,0.02816752073188335,0.33538412257641176,0.03847997738297893,-3.9658748820417538,0.056411994814576163,-2.2956274878465943,0.04937791313057265,14311828.38102544,16553.190113061682,7.799128,2.6579156000000004,1.5013508999999998,1.1565647,-64.71801202884231,0.19221333572658264,111.629642874913,-0.5395197090867423,1.0104866,2727.4040669656,2462.08574007445,3053.8747302824,1065.0489402223,3.282,3.824,4.842,3.142,4.513541260879423,3.4955412608794227,-9.036747418813011,-6.304827918813013,silver
Gaia EDR3 524417469650213888,12.3897083,64.7831111,-9.095137174915557,1.7041839621729762,0.0960570746340764,M1,3745.0,4.922,0.242,326310.0,3.5410000000000004,0.23600000000000002,515834.0,2.843,0.35,594593.0,524417469650213888,12.389573284961436,0.055627000653248285,64.78312215177425,0.05443873292229202,0.4933414675692246,0.06958532954811003,-2.4169181682875545,0.10653553135301216,-0.5785325559373972,0.10195844620859487,6813076.25907671,14134.256365170193,8.605007,3.6267486000000004,2.2757987999999996,1.3509498,-43.63800301924629,0.8067988289356917,122.73160851327827,1.9121032075762896,1.0136956,1932.91306371255,1693.26116062337,2248.3321107623497,1317.5064635890599,2.843,3.5410000000000004,4.922,2.533,4.188527406672682,2.8075274066726816,-8.89806160641029,-6.1661421064102875,silver
